internal_trade_id,order_id,execution_id,trade_date,settle_date,symbol,side,quantity,price,gross_amount,commission,fees,currency,strategy,portfolio,account_id,broker,source_system,created_at
INT-000424,ORD-000142,EXEC-000424,2026-06-12,2026-06-16,JPM,SELL,300,336.69,101007.0,0.9,2.0201,USD,MOMENTUM,FUND_ALPHA,PA_EVENT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000425,ORD-000142,EXEC-000425,2026-06-12,2026-06-16,JPM,BUY,2000,510.54,1021080.0,6.0,20.4216,USD,MEAN_REVERSION,FUND_BETA,PA_MAIN,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000426,ORD-000143,EXEC-000426,2026-06-12,2026-06-16,MSFT,BUY,300,118.66,35598.0,0.9,0.712,USD,STAT_ARB,FUND_ALPHA,PA_LONG_SHORT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000427,ORD-000143,EXEC-000427,2026-06-12,2026-06-16,GOOGL,SELL,1500,37.98,56970.0,4.5,1.1394,USD,ETF_ARB,FUND_ALPHA,PA_LONG_SHORT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000428,ORD-000143,EXEC-000428,2026-06-12,2026-06-16,AAPL,BUY,300,139.22,41766.0,0.9,0.8353,USD,MEAN_REVERSION,FUND_BETA,PA_EVENT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000429,ORD-000144,EXEC-000429,2026-06-12,2026-06-16,META,BUY,100,48.79,4879.0,0.3,0.0976,USD,MOMENTUM,FUND_ALPHA,PA_EVENT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000430,ORD-000144,EXEC-000430,2026-06-12,2026-06-16,GOOGL,BUY,500,70.82,35410.0,1.5,0.7082,USD,MOMENTUM,FUND_ALPHA,PA_EVENT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000431,ORD-000144,EXEC-000431,2026-06-12,2026-06-16,AAPL,BUY,200,390.15,78030.0,0.6,1.5606,USD,STAT_ARB,FUND_BETA,PA_EVENT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000432,ORD-000145,EXEC-000432,2026-06-12,2026-06-16,TSLA,SELL,500,539.03,269515.0,1.5,5.3903,USD,ETF_ARB,FUND_ALPHA,PA_MAIN,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000433,ORD-000145,EXEC-000433,2026-06-12,2026-06-16,GOOGL,SELL,300,128.22,38466.0,0.9,0.7693,USD,ETF_ARB,FUND_BETA,PA_MARKET_NEUTRAL,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000434,ORD-000145,EXEC-000434,2026-06-12,2026-06-16,META,BUY,2000,175.77,351540.0,6.0,7.0308,USD,STAT_ARB,FUND_ALPHA,PA_LONG_SHORT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000435,ORD-000146,EXEC-000435,2026-06-12,2026-06-16,GOOGL,SELL,2000,362.04,724080.0,6.0,14.4816,USD,ETF_ARB,FUND_BETA,PA_MAIN,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000436,ORD-000146,EXEC-000436,2026-06-12,2026-06-16,SPY,SELL,1000,531.36,531360.0,3.0,10.6272,USD,STAT_ARB,FUND_BETA,PA_MARKET_NEUTRAL,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000437,ORD-000146,EXEC-000437,2026-06-12,2026-06-16,AAPL,BUY,100,570.57,57057.0,0.3,1.1411,USD,MOMENTUM,FUND_ALPHA,PA_LONG_SHORT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000438,ORD-000147,EXEC-000438,2026-06-12,2026-06-16,AMZN,BUY,100,265.56,26556.0,0.3,0.5311,USD,MOMENTUM,FUND_ALPHA,PA_EVENT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000439,ORD-000147,EXEC-000439,2026-06-12,2026-06-16,QQQ,SELL,300,548.27,164481.0,0.9,3.2896,USD,ETF_ARB,FUND_BETA,PA_MAIN,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000440,ORD-000147,EXEC-000440,2026-06-12,2026-06-16,SPY,SELL,2000,180.2,360400.0,6.0,7.208,USD,ETF_ARB,FUND_ALPHA,PA_MAIN,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000441,ORD-000148,EXEC-000441,2026-06-12,2026-06-16,TSLA,BUY,200,348.62,69724.0,0.6,1.3945,USD,STAT_ARB,FUND_ALPHA,PA_MAIN,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000442,ORD-000148,EXEC-000442,2026-06-12,2026-06-16,META,SELL,500,173.2,86600.0,1.5,1.732,USD,ETF_ARB,FUND_ALPHA,PA_EVENT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000443,ORD-000148,EXEC-000443,2026-06-12,2026-06-16,NVDA,SELL,500,103.43,51715.0,1.5,1.0343,USD,STAT_ARB,FUND_BETA,PA_EVENT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000444,ORD-000149,EXEC-000444,2026-06-12,2026-06-16,GOOGL,BUY,100,452.53,45253.0,0.3,0.9051,USD,STAT_ARB,FUND_BETA,PA_MARKET_NEUTRAL,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000445,ORD-000149,EXEC-000445,2026-06-12,2026-06-16,META,SELL,300,508.85,152655.0,0.9,3.0531,USD,MOMENTUM,FUND_ALPHA,PA_MAIN,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000446,ORD-000149,EXEC-000446,2026-06-12,2026-06-16,META,SELL,2000,498.98,997960.0,6.0,19.9592,USD,STAT_ARB,FUND_ALPHA,PA_EVENT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000447,ORD-000150,EXEC-000447,2026-06-12,2026-06-16,JPM,BUY,2000,256.16,512320.0,6.0,10.2464,USD,STAT_ARB,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000448,ORD-000150,EXEC-000448,2026-06-12,2026-06-16,MSFT,SELL,1500,313.94,470910.0,4.5,9.4182,USD,MOMENTUM,FUND_ALPHA,PA_MAIN,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000449,ORD-000150,EXEC-000449,2026-06-12,2026-06-16,AMZN,BUY,200,39.18,7836.0,0.6,0.1567,USD,MOMENTUM,FUND_BETA,PA_MARKET_NEUTRAL,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000450,ORD-000151,EXEC-000450,2026-06-12,2026-06-16,GOOGL,SELL,1000,250.23,250230.0,3.0,5.0046,USD,MOMENTUM,FUND_BETA,PA_MAIN,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000451,ORD-000151,EXEC-000451,2026-06-12,2026-06-16,JPM,SELL,200,577.1,115420.0,0.6,2.3084,USD,MEAN_REVERSION,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000452,ORD-000151,EXEC-000452,2026-06-12,2026-06-16,META,BUY,300,35.92,10776.0,0.9,0.2155,USD,MOMENTUM,FUND_ALPHA,PA_LONG_SHORT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000453,ORD-000152,EXEC-000453,2026-06-12,2026-06-16,AMZN,BUY,300,397.92,119376.0,0.9,2.3875,USD,STAT_ARB,FUND_BETA,PA_MAIN,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000454,ORD-000152,EXEC-000454,2026-06-12,2026-06-16,NVDA,BUY,1000,484.5,484500.0,3.0,9.69,USD,MEAN_REVERSION,FUND_BETA,PA_MARKET_NEUTRAL,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000455,ORD-000152,EXEC-000455,2026-06-12,2026-06-16,TSLA,SELL,2000,222.25,444500.0,6.0,8.89,USD,ETF_ARB,FUND_BETA,PA_LONG_SHORT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000456,ORD-000153,EXEC-000456,2026-06-12,2026-06-16,SPY,SELL,1000,79.34,79340.0,3.0,1.5868,USD,MEAN_REVERSION,FUND_BETA,PA_MARKET_NEUTRAL,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000457,ORD-000153,EXEC-000457,2026-06-12,2026-06-16,MSFT,SELL,100,215.04,21504.0,0.3,0.4301,USD,MEAN_REVERSION,FUND_BETA,PA_MARKET_NEUTRAL,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000458,ORD-000153,EXEC-000458,2026-06-12,2026-06-16,META,BUY,200,320.03,64006.0,0.6,1.2801,USD,ETF_ARB,FUND_BETA,PA_MAIN,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000459,ORD-000154,EXEC-000459,2026-06-12,2026-06-16,NVDA,BUY,1500,308.48,462720.0,4.5,9.2544,USD,ETF_ARB,FUND_BETA,PA_MARKET_NEUTRAL,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000460,ORD-000154,EXEC-000460,2026-06-12,2026-06-16,TSLA,BUY,1000,430.68,430680.0,3.0,8.6136,USD,MEAN_REVERSION,FUND_ALPHA,PA_LONG_SHORT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000461,ORD-000154,EXEC-000461,2026-06-12,2026-06-16,SPY,SELL,1500,227.93,341895.0,4.5,6.8379,USD,MOMENTUM,FUND_BETA,PA_LONG_SHORT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000462,ORD-000155,EXEC-000462,2026-06-12,2026-06-16,MSFT,SELL,200,449.73,89946.0,0.6,1.7989,USD,MEAN_REVERSION,FUND_ALPHA,PA_LONG_SHORT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000463,ORD-000155,EXEC-000463,2026-06-12,2026-06-16,AMZN,SELL,200,451.64,90328.0,0.6,1.8066,USD,MEAN_REVERSION,FUND_BETA,PA_EVENT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000464,ORD-000155,EXEC-000464,2026-06-12,2026-06-16,META,SELL,500,513.7,256850.0,1.5,5.137,USD,STAT_ARB,FUND_BETA,PA_MAIN,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000465,ORD-000156,EXEC-000465,2026-06-12,2026-06-16,AMZN,BUY,2000,414.8,829600.0,6.0,16.592,USD,ETF_ARB,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000466,ORD-000156,EXEC-000466,2026-06-12,2026-06-16,NVDA,BUY,200,218.75,43750.0,0.6,0.875,USD,MOMENTUM,FUND_BETA,PA_EVENT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000467,ORD-000156,EXEC-000467,2026-06-12,2026-06-16,NVDA,BUY,500,212.93,106465.0,1.5,2.1293,USD,STAT_ARB,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000468,ORD-000157,EXEC-000468,2026-06-12,2026-06-16,JPM,SELL,200,461.49,92298.0,0.6,1.846,USD,ETF_ARB,FUND_ALPHA,PA_LONG_SHORT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000469,ORD-000157,EXEC-000469,2026-06-12,2026-06-16,NVDA,SELL,1500,269.06,403590.0,4.5,8.0718,USD,ETF_ARB,FUND_ALPHA,PA_EVENT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000470,ORD-000157,EXEC-000470,2026-06-12,2026-06-16,AAPL,BUY,1500,236.4,354600.0,4.5,7.092,USD,MOMENTUM,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000471,ORD-000158,EXEC-000471,2026-06-12,2026-06-16,AAPL,BUY,200,422.24,84448.0,0.6,1.689,USD,MOMENTUM,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000472,ORD-000158,EXEC-000472,2026-06-12,2026-06-16,TSLA,SELL,200,57.87,11574.0,0.6,0.2315,USD,MEAN_REVERSION,FUND_BETA,PA_MARKET_NEUTRAL,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000473,ORD-000158,EXEC-000473,2026-06-12,2026-06-16,SPY,SELL,500,535.02,267510.0,1.5,5.3502,USD,ETF_ARB,FUND_BETA,PA_MARKET_NEUTRAL,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000474,ORD-000159,EXEC-000474,2026-06-12,2026-06-16,AMZN,BUY,2000,253.97,507940.0,6.0,10.1588,USD,MOMENTUM,FUND_ALPHA,PA_LONG_SHORT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000475,ORD-000159,EXEC-000475,2026-06-12,2026-06-16,AAPL,BUY,100,232.62,23262.0,0.3,0.4652,USD,ETF_ARB,FUND_BETA,PA_MAIN,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000476,ORD-000159,EXEC-000476,2026-06-12,2026-06-16,SPY,BUY,1000,596.91,596910.0,3.0,11.9382,USD,STAT_ARB,FUND_ALPHA,PA_MAIN,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000477,ORD-000160,EXEC-000477,2026-06-12,2026-06-16,MSFT,SELL,500,240.55,120275.0,1.5,2.4055,USD,ETF_ARB,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000478,ORD-000160,EXEC-000478,2026-06-12,2026-06-16,AMZN,BUY,300,264.11,79233.0,0.9,1.5847,USD,MOMENTUM,FUND_BETA,PA_MARKET_NEUTRAL,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000479,ORD-000160,EXEC-000479,2026-06-12,2026-06-16,MSFT,BUY,300,86.13,25839.0,0.9,0.5168,USD,MOMENTUM,FUND_ALPHA,PA_EVENT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000480,ORD-000161,EXEC-000480,2026-06-12,2026-06-16,META,BUY,300,427.99,128397.0,0.9,2.5679,USD,STAT_ARB,FUND_BETA,PA_LONG_SHORT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000481,ORD-000161,EXEC-000481,2026-06-12,2026-06-16,AMZN,SELL,300,156.01,46803.0,0.9,0.9361,USD,STAT_ARB,FUND_BETA,PA_MAIN,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000482,ORD-000161,EXEC-000482,2026-06-12,2026-06-16,NVDA,BUY,2000,316.79,633580.0,6.0,12.6716,USD,MEAN_REVERSION,FUND_ALPHA,PA_MAIN,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000483,ORD-000162,EXEC-000483,2026-06-12,2026-06-16,JPM,SELL,300,289.28,86784.0,0.9,1.7357,USD,STAT_ARB,FUND_BETA,PA_LONG_SHORT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000484,ORD-000162,EXEC-000484,2026-06-12,2026-06-16,GOOGL,SELL,500,448.35,224175.0,1.5,4.4835,USD,STAT_ARB,FUND_ALPHA,PA_MAIN,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000485,ORD-000162,EXEC-000485,2026-06-12,2026-06-16,NVDA,SELL,300,538.83,161649.0,0.9,3.233,USD,STAT_ARB,FUND_BETA,PA_MARKET_NEUTRAL,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000486,ORD-000163,EXEC-000486,2026-06-12,2026-06-16,GOOGL,BUY,100,252.45,25245.0,0.3,0.5049,USD,ETF_ARB,FUND_BETA,PA_MARKET_NEUTRAL,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000487,ORD-000163,EXEC-000487,2026-06-12,2026-06-16,TSLA,BUY,100,96.86,9686.0,0.3,0.1937,USD,MOMENTUM,FUND_ALPHA,PA_MAIN,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000488,ORD-000163,EXEC-000488,2026-06-12,2026-06-16,TSLA,SELL,2000,349.99,699980.0,6.0,13.9996,USD,ETF_ARB,FUND_BETA,PA_LONG_SHORT,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000489,ORD-000164,EXEC-000489,2026-06-12,2026-06-16,QQQ,BUY,2000,416.99,833980.0,6.0,16.6796,USD,ETF_ARB,FUND_BETA,PA_LONG_SHORT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000490,ORD-000164,EXEC-000490,2026-06-12,2026-06-16,MSFT,SELL,500,46.66,23330.0,1.5,0.4666,USD,STAT_ARB,FUND_ALPHA,PA_MARKET_NEUTRAL,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000491,ORD-000164,EXEC-000491,2026-06-12,2026-06-16,GOOGL,BUY,500,403.79,201895.0,1.5,4.0379,USD,MEAN_REVERSION,FUND_BETA,PA_EVENT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000492,ORD-000165,EXEC-000492,2026-06-12,2026-06-16,NVDA,BUY,100,393.17,39317.0,0.3,0.7863,USD,ETF_ARB,FUND_ALPHA,PA_EVENT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000493,ORD-000165,EXEC-000493,2026-06-12,2026-06-16,MSFT,SELL,300,159.72,47916.0,0.9,0.9583,USD,MOMENTUM,FUND_BETA,PA_MAIN,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000494,ORD-000165,EXEC-000494,2026-06-12,2026-06-16,TSLA,BUY,100,286.27,28627.0,0.3,0.5725,USD,STAT_ARB,FUND_BETA,PA_EVENT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000495,ORD-000166,EXEC-000495,2026-06-12,2026-06-16,JPM,SELL,100,588.79,58879.0,0.3,1.1776,USD,STAT_ARB,FUND_BETA,PA_MAIN,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000496,ORD-000166,EXEC-000496,2026-06-12,2026-06-16,TSLA,BUY,1000,338.48,338480.0,3.0,6.7696,USD,MOMENTUM,FUND_BETA,PA_MARKET_NEUTRAL,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000497,ORD-000166,EXEC-000497,2026-06-12,2026-06-16,GOOGL,SELL,2000,51.48,102960.0,6.0,2.0592,USD,MEAN_REVERSION,FUND_BETA,PA_EVENT,BRKR_A,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000498,ORD-000167,EXEC-000498,2026-06-12,2026-06-16,GOOGL,SELL,100,76.51,7651.0,0.3,0.153,USD,STAT_ARB,FUND_BETA,PA_LONG_SHORT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000499,ORD-000167,EXEC-000499,2026-06-12,2026-06-16,GOOGL,SELL,1000,322.75,322750.0,3.0,6.455,USD,STAT_ARB,FUND_ALPHA,PA_MAIN,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-000500,ORD-000167,EXEC-000500,2026-06-12,2026-06-16,JPM,BUY,2000,435.78,871560.0,6.0,17.4312,USD,STAT_ARB,FUND_BETA,PA_EVENT,BRKR_C,SIM_INTERNAL_OMS,2026-06-12T16:05:00
INT-DUP-000001,ORD-000031,EXEC-000090,2026-06-12,2026-06-16,AMZN,SELL,200,229.31,45862.0,0.6,0.9172,USD,MOMENTUM,FUND_BETA,PA_MAIN,BRKR_B,SIM_INTERNAL_OMS,2026-06-12T16:05:00
